,ID,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,RevLineCr,LowDoc,MIS_Status,Sector,ApprovalFY,City,State,BankState,DisbursementGross,GrAppv,SBA_Appv,UrbanRural,train,NewBusiness,DisbursementYear,DisbursementMonth,DisbursementDay,ApprovalMonth,ApprovalDay
1882,1882,84,7,1.0,0,0,1,,Y,1,Other,2003,BROOKHAVEN,MS,MS,1000000.0,1000000.0,750000.0,0,True,0.0,1995.0,1.0,31.0,6,23
1899,1899,60,2,1.0,0,0,0,,N,0,Accom/Food_serv,2003,SMYRNA,GA,GA,272000.0,272000.0,272000.0,1,True,0.0,2006.0,10.0,31.0,5,13
1909,1909,58,4,1.0,0,0,1,,N,1,Utilities,2005,SAN MARCOS,TX,TX,308000.0,308000.0,231000.0,0,True,0.0,1995.0,4.0,30.0,12,9
2006,2006,180,25,1.0,0,0,1,,Y,1,Other,1998,SANTA FE SPRINGS,CA,CA,72000.0,72000.0,57600.0,0,True,0.0,1995.0,4.0,30.0,7,27
2015,2015,81,7,1.0,0,0,1,,N,1,Other,2005,ADDISON,TX,TX,130000.0,130000.0,117000.0,0,True,0.0,1995.0,4.0,30.0,11,9
2017,2017,83,7,1.0,0,0,1,,Y,1,Other,1995,ALBANY,NY,NY,272000.0,272000.0,272000.0,0,True,0.0,1995.0,4.0,30.0,1,11
2087,2087,82,5,2.0,10,0,1,,Y,1,Accom/Food_serv,2007,ORLANDO,FL,FL,5000.0,5000.0,2500.0,0,True,1.0,1984.0,4.0,18.0,9,28
2109,2109,58,9,1.0,0,0,1,,0,1,Other,2003,SIOUX FALLS,SD,SD,12000.0,12000.0,9600.0,0,True,0.0,1995.0,7.0,31.0,9,26
2173,2173,236,0,2.0,0,1,1,,Y,1,Healthcare/Social_assist,2001,OMAHA,NE,NE,10000.0,10000.0,8500.0,2,True,1.0,2005.0,1.0,31.0,2,23
2259,2259,58,8,1.0,0,0,1,,N,1,Other,1997,SAN MARCOS,TX,TX,660000.0,660000.0,495000.0,0,True,0.0,1995.0,4.0,30.0,4,2
2306,2306,26,2,2.0,0,0,1,,Y,1,Construction,2005,GILLETTE,WY,WY,100000.0,100000.0,80000.0,2,True,1.0,1999.0,9.0,15.0,4,18
2322,2322,59,6,1.0,0,0,1,,N,1,Other,2004,KENAI,AK,AK,325000.0,325000.0,227500.0,0,True,0.0,1995.0,4.0,30.0,10,17
2349,2349,58,24,1.0,0,0,1,,Y,1,Other,1992,MANCHESTER,NH,RI,4000.0,4000.0,3400.0,2,True,0.0,1995.0,4.0,30.0,8,7
2359,2359,61,8,1.0,0,0,1,,Y,1,Other,2001,EL PASO,TX,TX,98000.0,98000.0,78400.0,0,True,0.0,1996.0,1.0,31.0,11,14
2387,2387,61,8,1.0,0,0,1,,Y,1,Other,1998,PETALUMA,CA,SD,345000.0,345000.0,258750.0,0,True,0.0,1995.0,4.0,30.0,7,14
2417,2417,83,2,2.0,0,0,1,,Y,1,Accom/Food_serv,2005,AKRON,OH,OH,75000.0,75000.0,37500.0,0,True,1.0,1995.0,10.0,31.0,4,18
2443,2443,83,3,2.0,0,0,1,,Y,1,Accom/Food_serv,2000,TORRANCE,CA,SD,120000.0,120000.0,90000.0,2,True,1.0,1985.0,9.0,3.0,1,7
2455,2455,117,5,2.0,0,0,1,,Y,1,Construction,2006,ORLANDO,FL,FL,75000.0,75000.0,60000.0,2,True,1.0,1996.0,4.0,30.0,6,23
2501,2501,17,183,1.0,0,0,20725,,0,1,Other,2006,BURNSVILLE,MN,MN,230000.0,230000.0,172500.0,0,True,0.0,1995.0,4.0,30.0,12,9
2519,2519,83,2,2.0,0,0,1,,Y,1,Wholesale_trade,1996,MIAMI,FL,FL,1000000.0,1000000.0,750000.0,2,True,1.0,1995.0,10.0,31.0,6,11
2543,2543,294,64,1.0,0,0,1,,Y,1,Other,1996,OMAHA,NE,SD,660000.0,660000.0,495000.0,0,True,0.0,1995.0,4.0,30.0,10,31
2587,2587,62,6,1.0,0,0,1,,0,1,Other,1999,PETALUMA,CA,SD,12000.0,12000.0,9600.0,0,True,0.0,1995.0,4.0,30.0,8,18
2674,2674,83,175,1.0,0,0,1,,Y,1,Other,2005,EVANSVILLE,IN,IN,364000.0,364000.0,273000.0,0,True,0.0,1998.0,10.0,31.0,9,13
2745,2745,59,6,1.0,0,0,45955,,0,1,Other,1995,EVANSVILLE,IN,IN,585000.0,585000.0,438750.0,0,True,0.0,1995.0,4.0,30.0,9,18
2798,2798,83,6,1.0,0,0,1,,N,1,Other,1997,MANCHESTER,NH,RI,18000.0,18000.0,16200.0,0,True,0.0,1995.0,4.0,30.0,9,18
2811,2811,174,7,2.0,0,0,1,,Y,1,Other,1999,SANTA FE SPRINGS,CA,CA,450000.0,450000.0,360000.0,0,True,1.0,1995.0,4.0,30.0,6,9
2902,2902,82,5,2.0,0,0,1,,Y,1,Educational,2001,LOUISVILLE,KY,OH,100000.0,100000.0,85000.0,2,True,1.0,1992.0,7.0,31.0,2,23
2914,2914,83,3,1.0,0,1,1,,N,1,RE/Rental/Lease,2008,MALVERN,PA,PA,196000.0,196000.0,196000.0,1,True,0.0,2007.0,9.0,30.0,10,26
2955,2955,119,7,1.0,32,0,45150,,N,1,Other,1998,VIRGINIA BEACH,VA,NC,12000.0,12000.0,9600.0,0,True,0.0,1995.0,4.0,30.0,7,27
3017,3017,73,2,2.0,0,0,1,,Y,1,RE/Rental/Lease,2004,ORLANDO,FL,FL,80000.0,80000.0,72000.0,2,True,1.0,1992.0,9.0,16.0,7,7
3060,3060,84,5,1.0,0,0,1,,N,1,Other,1999,BRAWLEY,CA,CA,400000.0,400000.0,320000.0,0,True,0.0,1995.0,4.0,30.0,3,24
3068,3068,58,5,1.0,0,0,51702,,Y,1,Other,1996,FORT WAYNE,IN,IN,50000.0,50000.0,45000.0,0,True,0.0,1995.0,7.0,31.0,1,17
3114,3114,83,5,2.0,0,0,23000,,Y,1,Construction,2007,MILWAUKEE,WI,OH,5000.0,5000.0,2500.0,2,True,1.0,1992.0,10.0,20.0,9,5
3145,3145,82,8,1.0,0,0,1,,N,1,Other,1999,FORT WAYNE,IN,IN,106000.0,106000.0,106000.0,0,True,0.0,1995.0,1.0,31.0,6,9
3148,3148,237,7,1.0,0,0,1,,A,1,Other,1995,ADDISON,TX,TX,81000.0,81000.0,68850.0,0,True,0.0,1995.0,4.0,30.0,1,11
3190,3190,232,7,1.0,0,0,1,,Y,1,Other,2006,BERKELEY,CA,CA,200000.0,200000.0,140000.0,0,True,0.0,1995.0,1.0,31.0,10,20
3207,3207,55,5,1.0,0,0,1,,Y,1,Other,2005,CARY,NC,NC,472500.0,472500.0,354375.0,0,True,0.0,1995.0,4.0,30.0,9,26
3394,3394,56,27,1.0,0,0,1,,Y,1,Other,2000,SAN DIEGO,CA,SD,62000.0,62000.0,52700.0,0,True,0.0,1995.0,4.0,30.0,9,8
3434,3434,82,5,1.0,0,0,29887,,Y,1,Other,1999,SAN MARCOS,TX,TX,10200.0,10200.0,5100.0,0,True,0.0,1995.0,4.0,30.0,8,6
3502,3502,178,155,1.0,0,0,42586,,0,1,Other,2008,FAIRBANKS,AK,AK,123000.0,123000.0,92250.0,2,True,0.0,1995.0,7.0,31.0,3,24
3534,3534,83,7,2.0,0,0,1,,Y,1,Educational,1995,SEATTLE,WA,OH,120000.0,120000.0,90000.0,2,True,1.0,2010.0,4.0,14.0,6,12
3553,3553,237,5,1.0,0,0,1,,Y,1,Arts/Entertain/Rec,2011,RHINELANDER,WI,WI,155000.0,155000.0,131750.0,0,True,0.0,1995.0,4.0,30.0,6,8
3600,3600,58,11,2.0,14,0,1,,Y,0,Wholesale_trade,2006,BROOKLYN,NY,NY,1000000.0,1000000.0,750000.0,2,True,1.0,1995.0,7.0,31.0,7,12
3622,3622,82,2,2.0,0,0,1,,Y,1,Wholesale_trade,2004,PLANO,TX,IL,10000.0,10000.0,9000.0,2,True,1.0,1995.0,7.0,31.0,3,8
3665,3665,57,8,1.0,0,0,1,,0,1,Other,2004,SAN DIEGO,CA,SD,50000.0,50000.0,45000.0,0,True,0.0,1995.0,7.0,31.0,11,13
3754,3754,163,137,2.0,0,0,52245,,Y,1,Other,2004,HOUSTON,TX,NC,20000.0,10000.0,5000.0,0,True,1.0,1995.0,4.0,30.0,10,22
3792,3792,92,140,1.0,0,0,1,,N,1,Other,2006,ALBUQUERQUE,NM,NC,146000.0,146000.0,131400.0,0,True,0.0,1995.0,4.0,30.0,10,14
3794,3794,83,7,2.0,0,0,1,,N,1,Other,1999,BRAWLEY,CA,CA,230000.0,230000.0,172500.0,0,True,1.0,1995.0,4.0,30.0,6,9
3847,3847,85,3,1.0,0,0,1,,Y,1,Other,2007,FORT WAYNE,IN,IN,364000.0,364000.0,273000.0,0,True,0.0,1995.0,4.0,30.0,9,7
3885,3885,56,7,1.0,0,0,1,,N,1,Other,1999,HOUSTON,TX,NC,266000.0,266000.0,199500.0,0,True,0.0,1995.0,4.0,30.0,3,30
3903,3903,58,8,1.0,0,0,1,,C,1,Other,2003,LONG BEACH,CA,CA,325000.0,325000.0,276250.0,0,True,0.0,1996.0,1.0,31.0,3,28
3909,3909,15,0,2.0,0,0,1,,Y,0,Construction,1996,ORLANDO,FL,FL,175000.0,175000.0,131250.0,2,True,1.0,2008.0,11.0,30.0,11,22
3951,3951,58,6,2.0,0,0,1,,Y,1,Other,2005,CANTON,OH,OH,325000.0,325000.0,227500.0,0,True,1.0,1995.0,4.0,30.0,9,13
3970,3970,234,10,2.0,0,0,1,,0,1,Other,2005,BEDFORD,NH,NH,48500.0,48500.0,38800.0,0,True,1.0,1995.0,7.0,31.0,1,4
4012,4012,61,6,1.0,0,0,1,,C,1,Other,2004,MANCHESTER,NH,RI,206000.0,206000.0,206000.0,1,True,0.0,1995.0,7.0,31.0,11,13
4127,4127,82,4,1.0,0,6,0,,A,1,Other,2003,SEVERNA PARK,MD,MD,4000.0,4000.0,3400.0,0,True,0.0,1995.0,7.0,31.0,6,9
4137,4137,58,0,2.0,0,0,1,,Y,0,Other,2006,ORLANDO,FL,FL,150000.0,150000.0,127500.0,2,True,1.0,2013.0,7.0,1.0,6,23
4206,4206,59,7,1.0,0,0,1,,N,1,Other,2006,FORT WAYNE,IN,IN,660000.0,660000.0,495000.0,0,True,0.0,1995.0,4.0,30.0,10,20
4261,4261,60,6,1.0,0,0,64654,,Y,1,Other,2007,WILLISTON,ND,ND,650000.0,650000.0,520000.0,0,True,0.0,1995.0,4.0,30.0,5,16
4287,4287,237,6,1.0,0,0,0,,Y,1,Other,1995,SAN MARCOS,TX,TX,10500.0,10000.0,5000.0,0,True,0.0,1995.0,7.0,31.0,8,31
4291,4291,58,4,1.0,0,0,1,,Y,1,Other,2006,KETTERING,OH,OH,100000.0,50000.0,25000.0,0,True,0.0,1995.0,4.0,30.0,5,16
4301,4301,60,152,1.0,0,0,1,,Y,1,Other,2001,CANTON,OH,OH,10500.0,10000.0,5000.0,0,True,0.0,1995.0,4.0,30.0,11,14
4313,4313,57,7,1.0,0,0,1,,Y,1,Other,1996,SEVERNA PARK,MD,MD,750000.0,750000.0,675000.0,0,True,0.0,1995.0,7.0,31.0,3,13
4343,4343,180,8,2.0,0,0,1,,0,1,Other,1996,COLUMBIA,MO,MO,325000.0,325000.0,227500.0,0,True,1.0,1995.0,4.0,30.0,3,13
4367,4367,182,160,1.0,0,0,45889,,0,1,Other,1997,SMYRNA,GA,GA,325000.0,325000.0,227500.0,0,True,0.0,1995.0,4.0,30.0,1,23
4429,4429,57,8,1.0,0,0,45496,,Y,1,Other,1995,SAN MARCOS,TX,TX,48500.0,48500.0,38800.0,0,True,0.0,1995.0,4.0,30.0,1,11
4457,4457,59,5,1.0,0,0,1,,Y,1,Other,1999,EVANSVILLE,IN,IN,86000.0,86000.0,68800.0,0,True,0.0,1995.0,4.0,30.0,12,23
4510,4510,58,0,2.0,0,2,1,,Y,0,Healthcare/Social_assist,2006,EL PASO,TX,CA,75000.0,75000.0,37500.0,2,True,1.0,2008.0,11.0,30.0,2,10
4551,4551,89,138,1.0,0,0,1,,N,1,Other,2004,YOUNGSTOWN,OH,OH,4000.0,4000.0,3400.0,0,True,0.0,1995.0,4.0,30.0,8,2
4556,4556,60,172,2.0,0,0,1,,Y,1,Other,2007,WILLISTON,ND,ND,680000.0,680000.0,510000.0,0,True,1.0,1995.0,7.0,31.0,4,5
4563,4563,84,1,2.0,0,0,0,,Y,1,Retail_trade,1998,SAN DIEGO,CA,OH,150000.0,150000.0,135000.0,2,True,1.0,1994.0,10.0,31.0,11,18
4573,4573,57,9,1.0,0,0,1,,N,1,Other,2005,LONG BEACH,CA,CA,325000.0,325000.0,276250.0,0,True,0.0,1995.0,4.0,30.0,2,2
4585,4585,289,10,2.0,0,0,0,,0,1,Other,2006,SMYRNA,GA,GA,112500.0,112500.0,101250.0,0,True,1.0,1995.0,4.0,30.0,8,9
4718,4718,60,5,1.0,0,0,1,,N,1,Other,2004,NORMAN,OK,OK,7000.0,7000.0,6300.0,0,True,0.0,1995.0,4.0,30.0,5,21
4721,4721,83,5,1.0,0,5,0,,N,1,Other,2007,LUTZ,FL,CA,131000.0,131000.0,131000.0,1,True,0.0,1995.0,7.0,31.0,7,11
4775,4775,69,3,2.0,0,1,78759,,Y,1,Wholesale_trade,2003,REDLANDS,CA,CA,5000.0,5000.0,2500.0,2,True,1.0,1996.0,4.0,30.0,8,6
4827,4827,91,9,2.0,0,0,64205,,N,1,Other,1995,SANTA FE SPRINGS,CA,CA,4000.0,4000.0,3400.0,0,True,1.0,1995.0,4.0,30.0,1,11
4896,4896,61,7,1.0,0,0,1,,N,1,Other,2007,NORTH SALT LAKE,UT,UT,255000.0,255000.0,216750.0,0,True,0.0,1995.0,4.0,30.0,11,16
4910,4910,62,7,1.0,0,0,1,,N,1,Other,2006,WILLISTON,ND,ND,200000.0,200000.0,140000.0,0,True,0.0,1995.0,7.0,31.0,7,11
4951,4951,73,3,1.0,15,1,1,,Y,1,Educational,1996,GILLETTE,WY,WY,25000.0,25000.0,20000.0,0,True,0.0,1994.0,10.0,31.0,6,11
4971,4971,61,4,2.0,0,0,0,,Y,1,Other,2008,STILLWATER,OK,OK,70000.0,70000.0,59500.0,2,True,1.0,2010.0,6.0,16.0,5,6
4979,4979,83,4,1.0,0,0,0,,A,1,Other,1996,BOERNE,TX,CA,230000.0,230000.0,172500.0,0,True,0.0,1995.0,1.0,31.0,5,23
5008,5008,242,8,1.0,0,0,0,,0,1,Other,2004,VIRGINIA BEACH,VA,NC,325000.0,325000.0,227500.0,0,True,0.0,1996.0,1.0,31.0,9,13
5076,5076,59,7,1.0,0,0,45479,,Y,1,Other,1990,MALVERN,PA,PA,500000.0,500000.0,425000.0,0,True,0.0,1995.0,4.0,30.0,7,27
5089,5089,75,6,2.0,0,0,60010,,Y,1,Other,2004,EVANSVILLE,IN,IN,20000.0,10000.0,5000.0,0,True,1.0,1995.0,7.0,31.0,6,23
5308,5308,83,4,2.0,0,0,1,,Y,1,Healthcare/Social_assist,2003,MILWAUKEE,WI,OH,175000.0,175000.0,131250.0,0,True,1.0,2013.0,2.0,1.0,8,6
5318,5318,58,5,1.0,0,0,1,,N,1,Other,1999,MALVERN,PA,PA,102000.0,102000.0,102000.0,0,True,0.0,1995.0,4.0,30.0,8,6
5363,5363,288,143,1.0,0,0,1,,N,1,Other,1995,SANTA FE SPRINGS,CA,CA,84000.0,84000.0,84000.0,0,True,0.0,1995.0,4.0,30.0,1,11
5545,5545,56,5,1.0,0,0,1,,N,1,Other,1999,YOUNGSTOWN,OH,OH,4000.0,4000.0,3400.0,0,True,0.0,1995.0,4.0,30.0,5,24
5628,5628,82,3,2.0,0,0,1,,Y,0,Construction,2003,BELGRADE,MT,MT,25000.0,25000.0,20000.0,1,True,1.0,1996.0,9.0,30.0,8,6
5644,5644,58,5,1.0,0,0,48000,,Y,1,Other,1989,BROOKHAVEN,MS,MS,462000.0,462000.0,462000.0,0,True,0.0,1995.0,4.0,30.0,1,27
5646,5646,83,7,1.0,0,0,1,,Y,1,Other,1995,PETALUMA,CA,SD,250000.0,250000.0,175000.0,0,True,0.0,1995.0,4.0,30.0,9,28
5650,5650,55,4,1.0,0,0,1,,Y,1,Educational,2001,COLUMBUS,OH,IL,100000.0,100000.0,80000.0,2,True,0.0,1996.0,4.0,30.0,2,23
5706,5706,83,2,2.0,6,0,0,,Y,1,Other,2006,GILLETTE,WY,WY,25000.0,25000.0,20000.0,1,True,1.0,2010.0,11.0,9.0,6,30
5720,5720,89,6,1.0,0,0,55519,,N,1,Other,1998,FORT WAYNE,IN,IN,12000.0,12000.0,9600.0,0,True,0.0,1995.0,4.0,30.0,7,14
5738,5738,75,8,1.0,0,0,28555,,Y,1,Other,1997,EVANSVILLE,IN,IN,58000.0,58000.0,49300.0,0,True,0.0,1995.0,7.0,31.0,11,26
5739,5739,83,5,1.0,0,0,1,,Y,0,Educational,2005,BERKELEY,CA,CA,81000.0,81000.0,68850.0,1,True,0.0,2006.0,9.0,30.0,10,7
5756,5756,236,6,1.0,0,0,1,,Y,1,Other,1994,PORTSMOUTH,NH,RI,364000.0,364000.0,273000.0,0,True,0.0,1995.0,4.0,30.0,9,19
5778,5778,59,1,2.0,0,0,1,,Y,0,Utilities,2000,MILWAUKEE,WI,OH,25000.0,25000.0,20000.0,2,True,1.0,1984.0,6.0,6.0,5,16
5797,5797,59,8,1.0,0,0,1,,0,1,Other,2001,RHINELANDER,WI,WI,266000.0,266000.0,199500.0,0,True,0.0,1995.0,4.0,30.0,1,17
5904,5904,59,165,1.0,0,0,1,,Y,1,Other,1995,RHINELANDER,WI,WI,72000.0,72000.0,57600.0,0,True,0.0,1995.0,4.0,30.0,1,11
5932,5932,82,2,2.0,0,0,1,,Y,1,Accom/Food_serv,2006,TORRANCE,CA,SD,5000.0,5000.0,2500.0,2,True,1.0,1990.0,3.0,21.0,9,7
5951,5951,79,7,1.0,0,0,0,,0,1,Other,2000,COLORADO SPRINGS,CO,SD,200000.0,200000.0,140000.0,0,True,0.0,1995.0,7.0,31.0,12,13
5952,5952,60,4,1.0,0,0,0,,S,0,Other,2003,SIOUX FALLS,SD,SD,53800.0,53800.0,48420.0,0,True,0.0,1995.0,7.0,31.0,3,4
5970,5970,58,8,1.0,0,0,1,,Y,1,Other,2007,ADDISON,TX,TX,50000.0,50000.0,45000.0,0,True,0.0,1995.0,4.0,30.0,6,20
5971,5971,58,4,2.0,0,0,75988,,Y,1,Arts/Entertain/Rec,1995,LOUISVILLE,KY,OH,175000.0,175000.0,131250.0,2,True,1.0,1992.0,6.0,26.0,6,12
6042,6042,56,7,1.0,0,0,0,,0,1,Other,2005,EVANSVILLE,IN,IN,414000.0,414000.0,414000.0,0,True,0.0,1995.0,7.0,31.0,9,13
6067,6067,122,8,2.0,0,0,84323,,N,1,Other,2003,SAINT PAUL,MN,OH,400000.0,400000.0,320000.0,0,True,1.0,1995.0,1.0,31.0,5,29
6085,6085,83,24,1.0,0,0,1,,Y,1,Other,2007,PETALUMA,CA,SD,315000.0,315000.0,236250.0,0,True,0.0,1995.0,4.0,30.0,3,9
6203,6203,34,139,2.0,0,0,36680,,0,1,Other,2002,SAN MARCOS,TX,TX,12000.0,12000.0,10200.0,0,True,1.0,1995.0,7.0,31.0,9,11
6210,6210,59,96,2.0,0,0,1,,Y,1,Other,2002,HUDSON,NH,NH,138000.0,138000.0,138000.0,0,True,1.0,1995.0,4.0,30.0,11,21
6322,6322,88,7,1.0,0,0,1,,N,1,Other,2004,MCALLEN,TX,TX,148000.0,148000.0,148000.0,0,True,0.0,1995.0,7.0,31.0,10,24
6324,6324,239,7,1.0,0,0,1,,0,1,Other,1993,EVANSVILLE,IN,IN,155000.0,155000.0,131750.0,0,True,0.0,1995.0,4.0,30.0,1,6
